Sender,Receiver,Timestamp
pzaitsev@gmail.com,aivanov@gmail.com,2023-03-18 22:59:33
nsokolov@gmail.com,lvasiliev@gmail.com,2023-03-18 23:43:25
pzaitsev@gmail.com,aivanov@gmail.com,2023-03-18 13:33:00
ekuznetsova@gmail.com,pzaitsev@gmail.com,2023-03-18 09:38:49
aivanov@gmail.com,okozlova@gmail.com,2023-03-18 19:40:58
okozlova@gmail.com,mpetrova@gmail.com,2023-03-18 19:37:37
okozlova@gmail.com,aivanov@gmail.com,2023-03-18 22:12:44
abelov@gmail.com,lvasiliev@gmail.com,2023-03-18 11:53:03
mpetrova@gmail.com,aivanov@gmail.com,2023-03-18 10:50:56
nsokolov@gmail.com,dsmisnov@gmail.com,2023-03-18 08:49:02
lvasiliev@gmail.com,mpetrova@gmail.com,2023-03-18 08:56:45
lvasiliev@gmail.com,aivanov@gmail.com,2023-03-18 21:53:24
ekuznetsova@gmail.com,nsokolov@gmail.com,2023-03-18 11:05:33
pzaitsev@gmail.com,mpetrova@gmail.com,2023-03-18 23:26:45
aivanov@gmail.com,abelov@gmail.com,2023-03-18 01:14:34
nsokolov@gmail.com,lvasiliev@gmail.com,2023-03-18 18:48:21
aivanov@gmail.com,abelov@gmail.com,2023-03-18 01:17:40
nsokolov@gmail.com,lvasiliev@gmail.com,2023-03-18 13:30:52
abelov@gmail.com,knikolaeva@gmail.com,2023-03-18 21:34:07
ekuznetsova@gmail.com,lvasiliev@gmail.com,2023-03-18 13:23:10
pzaitsev@gmail.com,ekuznetsova@gmail.com,2023-03-18 20:25:03
ekuznetsova@gmail.com,okozlova@gmail.com,2023-03-18 09:39:04
knikolaeva@gmail.com,pzaitsev@gmail.com,2023-03-18 18:14:24
dsmisnov@gmail.com,ekuznetsova@gmail.com,2023-03-18 16:35:35
knikolaeva@gmail.com,mpetrova@gmail.com,2023-03-18 20:57:09
