Sender,Receiver,Timestamp
okozlova@gmail.com,dsmisnov@gmail.com,2023-03-18 11:28:30
pzaitsev@gmail.com,knikolaeva@gmail.com,2023-03-18 14:06:15
aivanov@gmail.com,lvasiliev@gmail.com,2023-03-18 00:12:50
abelov@gmail.com,dsmisnov@gmail.com,2023-03-18 21:18:29
lvasiliev@gmail.com,abelov@gmail.com,2023-03-18 13:24:47
mpetrova@gmail.com,aivanov@gmail.com,2023-03-18 12:19:27
pzaitsev@gmail.com,lvasiliev@gmail.com,2023-03-18 23:14:53
ekuznetsova@gmail.com,aivanov@gmail.com,2023-03-18 23:40:30
abelov@gmail.com,ekuznetsova@gmail.com,2023-03-18 15:13:39
abelov@gmail.com,mpetrova@gmail.com,2023-03-18 12:11:33
abelov@gmail.com,lvasiliev@gmail.com,2023-03-18 22:26:39
pzaitsev@gmail.com,abelov@gmail.com,2023-03-18 00:42:03
okozlova@gmail.com,abelov@gmail.com,2023-03-18 20:27:31
mpetrova@gmail.com,dsmisnov@gmail.com,2023-03-18 12:32:12
abelov@gmail.com,okozlova@gmail.com,2023-03-18 07:17:21
abelov@gmail.com,okozlova@gmail.com,2023-03-18 09:36:08
dsmisnov@gmail.com,mpetrova@gmail.com,2023-03-18 16:56:29
abelov@gmail.com,dsmisnov@gmail.com,2023-03-18 10:23:40
aivanov@gmail.com,nsokolov@gmail.com,2023-03-18 14:15:10
knikolaeva@gmail.com,dsmisnov@gmail.com,2023-03-18 08:24:21
dsmisnov@gmail.com,nsokolov@gmail.com,2023-03-18 12:58:00
knikolaeva@gmail.com,ekuznetsova@gmail.com,2023-03-18 08:01:53
mpetrova@gmail.com,dsmisnov@gmail.com,2023-03-18 15:21:08
dsmisnov@gmail.com,lvasiliev@gmail.com,2023-03-18 07:20:21
lvasiliev@gmail.com,aivanov@gmail.com,2023-03-18 21:31:19
lvasiliev@gmail.com,mpetrova@gmail.com,2023-03-18 18:29:30
abelov@gmail.com,dsmisnov@gmail.com,2023-03-18 01:39:50
aivanov@gmail.com,pzaitsev@gmail.com,2023-03-18 08:10:44
lvasiliev@gmail.com,dsmisnov@gmail.com,2023-03-18 10:13:14
