Sender,Receiver,Timestamp
aivanov@gmail.com,dsmisnov@gmail.com,2023-03-18 01:51:31
lvasiliev@gmail.com,ekuznetsova@gmail.com,2023-03-18 15:08:29
dsmisnov@gmail.com,aivanov@gmail.com,2023-03-18 16:34:44
pzaitsev@gmail.com,lvasiliev@gmail.com,2023-03-18 13:30:54
abelov@gmail.com,lvasiliev@gmail.com,2023-03-18 14:53:40
knikolaeva@gmail.com,ekuznetsova@gmail.com,2023-03-18 10:24:41
ekuznetsova@gmail.com,nsokolov@gmail.com,2023-03-18 20:07:26
lvasiliev@gmail.com,aivanov@gmail.com,2023-03-18 21:53:23
dsmisnov@gmail.com,lvasiliev@gmail.com,2023-03-18 18:31:55
nsokolov@gmail.com,ekuznetsova@gmail.com,2023-03-18 14:49:09
mpetrova@gmail.com,ekuznetsova@gmail.com,2023-03-18 08:28:18
ekuznetsova@gmail.com,abelov@gmail.com,2023-03-18 12:25:54
nsokolov@gmail.com,okozlova@gmail.com,2023-03-18 00:53:40
lvasiliev@gmail.com,ekuznetsova@gmail.com,2023-03-18 08:48:22
knikolaeva@gmail.com,dsmisnov@gmail.com,2023-03-18 12:13:12
knikolaeva@gmail.com,mpetrova@gmail.com,2023-03-18 12:43:52
nsokolov@gmail.com,abelov@gmail.com,2023-03-18 09:20:12
mpetrova@gmail.com,okozlova@gmail.com,2023-03-18 18:07:56
okozlova@gmail.com,abelov@gmail.com,2023-03-18 22:29:39
lvasiliev@gmail.com,okozlova@gmail.com,2023-03-18 13:32:19
dsmisnov@gmail.com,okozlova@gmail.com,2023-03-18 08:51:34
lvasiliev@gmail.com,aivanov@gmail.com,2023-03-18 08:44:52
ekuznetsova@gmail.com,okozlova@gmail.com,2023-03-18 23:08:56
ekuznetsova@gmail.com,knikolaeva@gmail.com,2023-03-18 18:07:39
nsokolov@gmail.com,okozlova@gmail.com,2023-03-18 09:28:16
nsokolov@gmail.com,mpetrova@gmail.com,2023-03-18 08:43:34
